age;workart;grade;married;position;familiyperson;color;sex;workhours;earning
34;Private;12th;Married-spouse-absent;Handlers-cleaners;Unmarried;White;Male;35;<=50K
41;Private;Some-college;Divorced;Machine-op-inspct;Own-child;White;Male;40;<=50K
18;Never-worked;Some-college;Never-married;?;Own-child;White;Male;4;<=50K
26;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;48;<=50K
23;Federal-gov;HS-grad;Never-married;Armed-Forces;Not-in-family;White;Male;8;<=50K
63;?;Some-college;Divorced;?;Not-in-family;White;Female;5;<=50K
34;Private;Bachelors;Married-civ-spouse;Craft-repair;Husband;White;Male;40;>50K
54;Private;HS-grad;Widowed;Sales;Not-in-family;White;Female;37;<=50K
37;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;72;<=50K
54;State-gov;HS-grad;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;<=50K
22;Local-gov;Some-college;Never-married;Protective-serv;Other-relative;White;Female;43;<=50K
32;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
42;State-gov;Some-college;Divorced;Adm-clerical;Own-child;White;Male;40;<=50K
31;State-gov;Some-college;Never-married;Other-service;Own-child;White;Female;37;<=50K
48;Private;Doctorate;Married-civ-spouse;Prof-specialty;Husband;White;Male;45;>50K
28;Private;Bachelors;Never-married;Prof-specialty;Not-in-family;Asian-Pac-Islander;Male;40;<=50K
31;Private;10th;Divorced;Craft-repair;Not-in-family;White;Male;38;<=50K
28;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;40;<=50K
24;Private;12th;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;<=50K
50;Private;HS-grad;Divorced;Craft-repair;Not-in-family;White;Female;45;<=50K
26;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;72;<=50K
37;Self-emp-inc;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male;50;>50K
24;Private;5th-6th;Married-spouse-absent;Farming-fishing;Not-in-family;White;Male;40;<=50K
18;?;11th;Never-married;?;Own-child;White;Female;25;<=50K
32;Private;HS-grad;Never-married;Other-service;Unmarried;Black;Female;40;<=50K
23;Private;Bachelors;Never-married;Prof-specialty;Not-in-family;Asian-Pac-Islander;Male;55;<=50K
33;Local-gov;HS-grad;Divorced;Transport-moving;Not-in-family;White;Female;35;<=50K
49;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
75;Self-emp-not-inc;Masters;Widowed;Sales;Not-in-family;White;Male;45;<=50K
74;Self-emp-not-inc;Bachelors;Widowed;Craft-repair;Not-in-family;White;Male;8;>50K
26;Private;Some-college;Married-civ-spouse;Machine-op-inspct;Husband;Black;Male;40;<=50K
66;?;HS-grad;Widowed;?;Unmarried;White;Female;40;<=50K
34;Private;Bachelors;Married-spouse-absent;Adm-clerical;Not-in-family;White;Female;45;<=50K
18;Private;12th;Never-married;Other-service;Own-child;White;Male;12;<=50K
33;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
36;State-gov;Bachelors;Married-civ-spouse;Adm-clerical;Wife;White;Female;20;>50K
44;Private;Bachelors;Married-civ-spouse;Transport-moving;Husband;White;Male;55;<=50K
36;Private;11th;Never-married;Craft-repair;Not-in-family;Black;Female;40;<=50K
53;Private;Assoc-voc;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
60;Private;7th-8th;Married-spouse-absent;Machine-op-inspct;Not-in-family;White;Male;40;<=50K
28;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
36;Private;10th;Divorced;Transport-moving;Unmarried;White;Male;48;<=50K
35;Private;Assoc-voc;Divorced;Adm-clerical;Not-in-family;White;Female;40;<=50K
45;Self-emp-not-inc;Assoc-voc;Married-civ-spouse;Prof-specialty;Husband;White;Male;20;<=50K
23;Private;Some-college;Never-married;Adm-clerical;Own-child;White;Male;15;<=50K
35;Private;Some-college;Divorced;Adm-clerical;Unmarried;White;Female;55;<=50K
34;Private;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male;42;>50K
46;Private;Preschool;Married-civ-spouse;Machine-op-inspct;Other-relative;Black;Male;75;<=50K
58;State-gov;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
55;Local-gov;Masters;Never-married;Prof-specialty;Not-in-family;White;Female;45;<=50K
63;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
41;Self-emp-not-inc;Some-college;Married-civ-spouse;Sales;Husband;White;Male;40;<=50K
45;Private;Assoc-voc;Married-civ-spouse;Craft-repair;Husband;White;Male;76;<=50K
41;Private;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;>50K
42;Private;HS-grad;Never-married;Sales;Unmarried;White;Female;40;<=50K
90;Local-gov;7th-8th;Married-civ-spouse;Protective-serv;Husband;White;Male;40;<=50K
41;Private;HS-grad;Never-married;Sales;Own-child;White;Male;40;<=50K
22;Private;HS-grad;Never-married;Craft-repair;Not-in-family;White;Male;50;<=50K
53;Self-emp-not-inc;Prof-school;Never-married;Prof-specialty;Not-in-family;Asian-Pac-Islander;Male;40;>50K
49;Self-emp-not-inc;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;60;>50K
51;Private;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male;60;>50K
22;Private;Bachelors;Never-married;Exec-managerial;Not-in-family;White;Female;40;<=50K
23;Private;Assoc-voc;Never-married;Other-service;Not-in-family;White;Female;40;<=50K
59;Private;HS-grad;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;40;>50K
40;Private;HS-grad;Divorced;Craft-repair;Not-in-family;Asian-Pac-Islander;Female;40;<=50K
28;Private;HS-grad;Married-civ-spouse;Transport-moving;Husband;White;Male;70;<=50K
39;Private;HS-grad;Separated;Other-service;Not-in-family;White;Female;40;<=50K
25;Private;HS-grad;Never-married;Craft-repair;Own-child;White;Male;37;<=50K
48;State-gov;Some-college;Divorced;Exec-managerial;Not-in-family;White;Female;40;<=50K
62;Private;9th;Married-civ-spouse;Other-service;Husband;Black;Male;42;<=50K
44;Local-gov;HS-grad;Divorced;Adm-clerical;Unmarried;White;Female;40;<=50K
28;Federal-gov;Bachelors;Never-married;Prof-specialty;Not-in-family;White;Male;50;<=50K
62;Private;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male;45;<=50K
32;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
59;Federal-gov;HS-grad;Married-civ-spouse;Sales;Wife;White;Female;40;>50K
20;Private;Some-college;Never-married;Adm-clerical;Other-relative;White;Female;20;<=50K
40;Private;Assoc-acdm;Separated;Tech-support;Unmarried;White;Female;32;<=50K
47;Private;Some-college;Married-civ-spouse;Other-service;Husband;White;Male;47;>50K
60;Private;Some-college;Married-civ-spouse;Sales;Husband;White;Male;40;<=50K
55;Private;HS-grad;Separated;Protective-serv;Not-in-family;White;Male;81;<=50K
18;Private;12th;Never-married;Adm-clerical;Own-child;White;Male;35;<=50K
43;Private;Bachelors;Never-married;Adm-clerical;Not-in-family;White;Male;40;<=50K
31;Self-emp-not-inc;HS-grad;Divorced;Other-service;Not-in-family;White;Male;35;<=50K
22;Private;HS-grad;Never-married;Craft-repair;Not-in-family;White;Male;50;<=50K
56;Private;HS-grad;Divorced;Tech-support;Not-in-family;Black;Female;40;<=50K
41;Private;HS-grad;Separated;Adm-clerical;Unmarried;White;Female;40;<=50K
24;Private;HS-grad;Never-married;Other-service;Other-relative;White;Male;30;<=50K
42;Private;Bachelors;Married-civ-spouse;Sales;Husband;White;Male;40;>50K
53;Local-gov;Some-college;Married-civ-spouse;Protective-serv;Husband;White;Male;40;>50K
52;Local-gov;7th-8th;Never-married;Other-service;Other-relative;Black;Female;40;<=50K
42;Private;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male;89;>50K
48;Private;1st-4th;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;<=50K
35;Private;HS-grad;Divorced;Other-service;Not-in-family;White;Female;40;<=50K
33;Private;11th;Married-civ-spouse;Other-service;Husband;White;Male;40;<=50K
20;Private;Some-college;Never-married;Adm-clerical;Own-child;White;Female;40;<=50K
33;Private;Some-college;Never-married;Sales;Own-child;White;Male;45;<=50K
30;Private;Bachelors;Never-married;Sales;Not-in-family;White;Male;40;<=50K
31;Private;Some-college;Married-civ-spouse;Sales;Husband;White;Male;40;<=50K
29;Private;HS-grad;Never-married;Sales;Not-in-family;White;Female;25;<=50K
26;Private;HS-grad;Never-married;Craft-repair;Own-child;White;Male;48;<=50K
61;Private;Some-college;Divorced;Other-service;Not-in-family;Black;Male;40;<=50K
45;Private;5th-6th;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;<=50K
29;Private;HS-grad;Divorced;Other-service;Unmarried;White;Female;45;<=50K
57;Self-emp-not-inc;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;50;>50K
33;Private;Assoc-acdm;Married-civ-spouse;Craft-repair;Husband;White;Male;50;>50K
20;Private;Some-college;Never-married;Sales;Not-in-family;White;Female;56;<=50K
26;Private;Bachelors;Never-married;Prof-specialty;Not-in-family;White;Female;40;<=50K
36;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;55;>50K
23;Private;Bachelors;Never-married;Exec-managerial;Not-in-family;White;Female;50;<=50K
31;Private;HS-grad;Married-civ-spouse;Other-service;Wife;Black;Female;35;<=50K
47;Private;HS-grad;Divorced;Other-service;Unmarried;White;Female;32;<=50K
61;Private;11th;Widowed;Handlers-cleaners;Not-in-family;White;Female;30;<=50K
35;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;45;<=50K
23;Private;1st-4th;Married-civ-spouse;Machine-op-inspct;Wife;Amer-Indian-Eskimo;Female;35;<=50K
20;?;HS-grad;Never-married;?;Own-child;White;Male;40;<=50K
41;Private;HS-grad;Divorced;Other-service;Unmarried;White;Female;32;<=50K
39;Federal-gov;Bachelors;Married-civ-spouse;Adm-clerical;Wife;Asian-Pac-Islander;Female;40;<=50K
51;Local-gov;Doctorate;Divorced;Exec-managerial;Not-in-family;White;Female;45;>50K
61;Self-emp-not-inc;7th-8th;Married-civ-spouse;Farming-fishing;Husband;White;Male;56;<=50K
51;Private;7th-8th;Divorced;Machine-op-inspct;Not-in-family;White;Female;48;<=50K
36;Private;Preschool;Divorced;Other-service;Not-in-family;Other;Male;72;<=50K
41;Self-emp-not-inc;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male;50;<=50K
34;Private;HS-grad;Never-married;Handlers-cleaners;Unmarried;White;Female;35;<=50K
25;Private;HS-grad;Married-civ-spouse;Transport-moving;Husband;White;Male;40;<=50K
37;Private;Prof-school;Married-civ-spouse;Prof-specialty;Husband;White;Male;50;>50K
19;Private;HS-grad;Never-married;Craft-repair;Not-in-family;White;Male;49;<=50K
66;Self-emp-not-inc;Masters;Married-civ-spouse;Exec-managerial;Husband;White;Male;20;>50K
23;Private;Bachelors;Never-married;Prof-specialty;Own-child;White;Male;40;<=50K
30;Self-emp-not-inc;Some-college;Married-spouse-absent;Craft-repair;Own-child;White;Male;60;>50K
53;Private;Some-college;Married-civ-spouse;Transport-moving;Husband;White;Male;45;>50K
25;Private;Some-college;Never-married;Other-service;Not-in-family;Black;Male;40;<=50K
18;Private;HS-grad;Never-married;Sales;Own-child;White;Female;20;<=50K
51;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
61;Private;HS-grad;Widowed;Craft-repair;Not-in-family;Black;Female;50;<=50K
53;Private;HS-grad;Widowed;Machine-op-inspct;Unmarried;Black;Female;38;<=50K
17;Private;10th;Never-married;Other-service;Own-child;White;Male;20;<=50K
61;Private;7th-8th;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
44;Self-emp-inc;Masters;Married-civ-spouse;Sales;Husband;White;Male;50;>50K
38;Private;9th;Married-civ-spouse;Transport-moving;Husband;Black;Male;40;<=50K
40;Private;Some-college;Separated;Exec-managerial;Unmarried;White;Female;20;<=50K
32;Private;Some-college;Married-civ-spouse;Sales;Husband;White;Male;32;<=50K
46;Private;Some-college;Married-civ-spouse;Sales;Husband;White;Male;45;>50K
50;Private;Some-college;Divorced;Adm-clerical;Not-in-family;White;Female;40;<=50K
36;Self-emp-not-inc;Bachelors;Married-civ-spouse;Sales;Husband;White;Male;50;>50K
30;Self-emp-not-inc;11th;Married-spouse-absent;Craft-repair;Not-in-family;White;Male;30;<=50K
33;Private;Masters;Married-civ-spouse;Tech-support;Husband;Asian-Pac-Islander;Male;50;>50K
36;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male;45;>50K
85;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;3;<=50K
62;Private;HS-grad;Widowed;Adm-clerical;Not-in-family;White;Female;32;<=50K
24;Private;Bachelors;Never-married;Machine-op-inspct;Not-in-family;White;Female;32;<=50K
48;Self-emp-inc;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;50;>50K
58;Local-gov;HS-grad;Married-civ-spouse;Other-service;Husband;White;Male;40;<=50K
45;Self-emp-inc;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;45;>50K
66;Private;HS-grad;Widowed;Exec-managerial;Not-in-family;White;Female;25;<=50K
37;Private;Prof-school;Married-civ-spouse;Prof-specialty;Husband;White;Male;45;>50K
55;Private;9th;Married-civ-spouse;Craft-repair;Husband;White;Male;48;<=50K
39;Self-emp-not-inc;HS-grad;Never-married;Exec-managerial;Not-in-family;White;Male;65;<=50K
58;Self-emp-inc;Doctorate;Never-married;Prof-specialty;Not-in-family;White;Female;99;<=50K
50;Private;Doctorate;Divorced;Prof-specialty;Not-in-family;White;Female;50;<=50K
28;Private;Some-college;Divorced;Handlers-cleaners;Not-in-family;White;Male;50;<=50K
34;Private;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male;55;<=50K
41;Federal-gov;Masters;Divorced;Prof-specialty;Unmarried;White;Female;40;<=50K
36;Private;Assoc-acdm;Married-civ-spouse;Craft-repair;Husband;White;Male;52;>50K
22;Private;HS-grad;Never-married;Handlers-cleaners;Unmarried;White;Male;45;<=50K
35;Private;12th;Married-civ-spouse;Craft-repair;Husband;White;Male;84;<=50K
49;?;12th;Divorced;?;Other-relative;Black;Male;40;<=50K
21;Private;Assoc-acdm;Never-married;Other-service;Own-child;White;Male;40;<=50K
64;State-gov;7th-8th;Married-civ-spouse;Other-service;Wife;Black;Female;40;<=50K
41;Private;Masters;Married-civ-spouse;Exec-managerial;Husband;White;Male;40;>50K
52;Private;Assoc-voc;Separated;Sales;Unmarried;White;Female;40;<=50K
32;Private;Some-college;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;<=50K
27;Private;Some-college;Never-married;Other-service;Not-in-family;White;Female;25;<=50K
48;Private;Some-college;Divorced;Exec-managerial;Not-in-family;White;Female;40;<=50K
28;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Wife;White;Female;40;<=50K
24;Private;Some-college;Married-civ-spouse;Other-service;Own-child;Asian-Pac-Islander;Female;35;<=50K
51;Private;Some-college;Married-civ-spouse;Sales;Husband;White;Male;60;<=50K
32;Private;Some-college;Never-married;Exec-managerial;Own-child;White;Male;40;<=50K
61;Private;HS-grad;Married-civ-spouse;Sales;Husband;Black;Male;40;<=50K
60;?;9th;Divorced;?;Not-in-family;Black;Male;35;<=50K
33;Private;HS-grad;Divorced;Adm-clerical;Unmarried;Black;Female;40;<=50K
42;Self-emp-not-inc;HS-grad;Divorced;Sales;Own-child;White;Male;50;<=50K
24;Private;11th;Divorced;Machine-op-inspct;Unmarried;White;Female;40;<=50K
82;?;HS-grad;Never-married;?;Not-in-family;White;Male;3;<=50K
26;Private;Some-college;Never-married;Craft-repair;Not-in-family;White;Male;65;<=50K
18;Private;11th;Never-married;Prof-specialty;Own-child;White;Male;20;<=50K
34;Private;HS-grad;Never-married;Other-service;Not-in-family;White;Female;28;<=50K
57;Private;HS-grad;Married-civ-spouse;Transport-moving;Husband;White;Male;40;<=50K
25;Private;HS-grad;Never-married;Craft-repair;Other-relative;Black;Male;40;<=50K
34;Private;11th;Divorced;Transport-moving;Unmarried;White;Male;60;<=50K
71;Private;9th;Married-civ-spouse;Other-service;Husband;White;Male;40;<=50K
35;Local-gov;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male;50;<=50K
47;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
50;Private;Masters;Divorced;Sales;Not-in-family;White;Female;50;>50K
33;Private;10th;Never-married;Adm-clerical;Not-in-family;Black;Male;40;<=50K
38;Private;Assoc-voc;Married-civ-spouse;Craft-repair;Husband;White;Male;55;>50K
50;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;<=50K
45;Private;10th;Divorced;Other-service;Not-in-family;Black;Female;38;<=50K
32;Private;HS-grad;Separated;Sales;Not-in-family;White;Female;45;<=50K
39;Private;HS-grad;Married-civ-spouse;Prof-specialty;Husband;White;Male;45;>50K
25;Local-gov;Bachelors;Never-married;Adm-clerical;Own-child;Black;Female;40;<=50K
20;Private;HS-grad;Never-married;Machine-op-inspct;Own-child;White;Male;40;<=50K
46;Private;Masters;Married-civ-spouse;Prof-specialty;Wife;White;Female;22;>50K
40;Private;Assoc-voc;Married-civ-spouse;Craft-repair;Husband;Black;Male;45;<=50K
66;Federal-gov;10th;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
30;Private;Assoc-voc;Divorced;Adm-clerical;Unmarried;White;Female;24;<=50K
36;Private;7th-8th;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
57;Local-gov;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;40;>50K
46;Private;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male;48;>50K
27;Private;HS-grad;Never-married;Other-service;Unmarried;White;Female;64;<=50K
33;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;Black;Male;40;<=50K
58;Private;11th;Married-civ-spouse;Sales;Husband;White;Male;40;<=50K
30;Private;HS-grad;Divorced;Transport-moving;Not-in-family;White;Male;55;<=50K
26;Private;Assoc-acdm;Never-married;Machine-op-inspct;Other-relative;White;Female;15;<=50K
81;?;Assoc-voc;Divorced;?;Unmarried;White;Female;1;<=50K
32;Private;10th;Married-civ-spouse;Transport-moving;Husband;White;Male;40;<=50K
22;Private;Some-college;Never-married;Adm-clerical;Own-child;White;Male;40;<=50K
31;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Wife;White;Female;40;<=50K
29;Private;HS-grad;Separated;Sales;Unmarried;White;Female;35;<=50K
35;?;Bachelors;Married-civ-spouse;?;Wife;White;Female;55;>50K
30;?;Bachelors;Never-married;?;Not-in-family;Asian-Pac-Islander;Female;99;<=50K
34;Private;Doctorate;Married-civ-spouse;Prof-specialty;Husband;White;Male;60;>50K
54;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;Asian-Pac-Islander;Male;50;>50K
37;Private;Some-college;Divorced;Adm-clerical;Unmarried;White;Female;39;<=50K
22;Private;12th;Never-married;Protective-serv;Own-child;Black;Male;35;<=50K
34;Private;Bachelors;Never-married;Exec-managerial;Not-in-family;White;Female;55;>50K
30;Private;HS-grad;Never-married;Craft-repair;Not-in-family;Black;Male;46;<=50K
38;Private;Bachelors;Divorced;Prof-specialty;Unmarried;Black;Female;45;>50K
71;?;Doctorate;Married-civ-spouse;?;Husband;White;Male;10;>50K
45;State-gov;HS-grad;Separated;Adm-clerical;Own-child;White;Female;40;<=50K
41;?;HS-grad;Separated;?;Not-in-family;Black;Female;32;<=50K
72;?;HS-grad;Married-civ-spouse;?;Husband;White;Male;25;<=50K
45;Local-gov;Assoc-acdm;Divorced;Prof-specialty;Unmarried;White;Female;48;<=50K
31;Private;Masters;Divorced;Other-service;Not-in-family;Other;Female;30;<=50K
39;Local-gov;Assoc-acdm;Married-civ-spouse;Adm-clerical;Wife;White;Female;20;>50K
37;Private;Assoc-acdm;Divorced;Tech-support;Not-in-family;White;Female;40;<=50K
43;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;<=50K
65;Self-emp-not-inc;Prof-school;Never-married;Prof-specialty;Not-in-family;White;Male;60;<=50K
